"eq_id","prefecture","mean_pga","max_pga"
"us10002l37","Fukuoka",NA,NA
"us10002l37","Fukushima",NA,NA
"us10002l37","Gifu",NA,NA
"us10002l37","Gunma",NA,NA
"us10002l37","Hiroshima",NA,NA
"us10002l37","Hokkaido",NA,NA
"us10002l37","Hyogo",NA,NA
"us10002l37","Ibaraki",NA,NA
"us10002l37","Ishikawa",NA,NA
"us10002l37","Iwate",NA,NA
"us10002l37","Kagawa",NA,NA
"us10002l37","Kagoshima",NA,NA
"us10002l37","Kanagawa",NA,NA
"us10002l37","Kochi",NA,NA
"us10002l37","Kumamoto",NA,NA
"us10002l37","Kyoto",NA,NA
"us10002l37","Mie",NA,NA
"us10002l37","Miyagi",NA,NA
"us10002l37","Miyazaki",NA,NA
"us10002l37","Nagano",NA,NA
"us10002l37","Nagasaki",NA,NA
"us10002l37","Nara",NA,NA
"us10002l37","Niigata",NA,NA
"us10002l37","Oita",NA,NA
"us10002l37","Okayama",NA,NA
"us10002l37","Okinawa",NA,NA
"us10002l37","Osaka",NA,NA
"us10002l37","Saga",NA,NA
"us10002l37","Saitama",NA,NA
"us10002l37","Shiga",NA,NA
"us10002l37","Shimane",NA,NA
"us10002l37","Shizuoka",NA,NA
"us10002l37","Tochigi",NA,NA
"us10002l37","Tokushima",NA,NA
"us10002l37","Tokyo",1.04832899570465,4.56159782409668
"us10002l37","Tottori",NA,NA
"us10002l37","Toyama",NA,NA
"us10002l37","Wakayama",NA,NA
"us10002l37","Yamagata",NA,NA
"us10002l37","Yamaguchi",NA,NA
"us10002l37","Yamanashi",NA,NA
"us20003feg","Aichi",NA,NA
"us20003feg","Akita",NA,NA
"us20003feg","Aomori",NA,NA
"us20003feg","Chiba",NA,NA
"us20003feg","Ehime",NA,NA
"us20003feg","Fukui",NA,NA
"us20003feg","Fukuoka",NA,NA
"us20003feg","Fukushima",NA,NA
"us20003feg","Gifu",NA,NA
"us20003feg","Gunma",NA,NA
"us20003feg","Hiroshima",NA,NA
"us20003feg","Hokkaido",NA,NA
"us20003feg","Hyogo",NA,NA
"us20003feg","Ibaraki",NA,NA
"us20003feg","Ishikawa",NA,NA
"us20003feg","Iwate",NA,NA
"us20003feg","Kagawa",NA,NA
"us20003feg","Kagoshima",NA,NA
"us20003feg","Kanagawa",NA,NA
"us20003feg","Kochi",NA,NA
"us20003feg","Kumamoto",NA,NA
"us20003feg","Kyoto",NA,NA
"us20003feg","Mie",NA,NA
"us20003feg","Miyagi",NA,NA
"us20003feg","Miyazaki",NA,NA
"us20003feg","Nagano",NA,NA
"us20003feg","Nagasaki",NA,NA
"us20003feg","Nara",NA,NA
"us20003feg","Niigata",NA,NA
"us20003feg","Oita",NA,NA
"us20003feg","Okayama",NA,NA
"us20003feg","Okinawa",NA,NA
"us20003feg","Osaka",NA,NA
"us20003feg","Saga",NA,NA
"us20003feg","Saitama",NA,NA
"us20003feg","Shiga",NA,NA
"us20003feg","Shimane",NA,NA
"us20003feg","Shizuoka",NA,NA
"us20003feg","Tochigi",NA,NA
"us20003feg","Tokushima",NA,NA
"us20003feg","Tokyo",0.553066551685333,0.821716845035553
"us20003feg","Tottori",NA,NA
"us20003feg","Toyama",NA,NA
"us20003feg","Wakayama",NA,NA
"us20003feg","Yamagata",NA,NA
"us20003feg","Yamaguchi",NA,NA
"us20003feg","Yamanashi",NA,NA
"us10003y71","Aichi",NA,NA
"us10003y71","Akita",NA,NA
"us10003y71","Aomori",NA,NA
"us10003y71","Chiba",NA,NA
"us10003y71","Ehime",NA,NA
"us10003y71","Fukui",NA,NA
"us10003y71","Fukuoka",0.280212074518204,0.574892699718475
"us10003y71","Fukushima",NA,NA
"us10003y71","Gifu",NA,NA
"us10003y71","Gunma",NA,NA
"us10003y71","Hiroshima",NA,NA
"us10003y71","Hokkaido",NA,NA
"us10003y71","Hyogo",NA,NA
"us10003y71","Ibaraki",NA,NA
"us10003y71","Ishikawa",NA,NA
"us10003y71","Iwate",NA,NA
"us10003y71","Kagawa",NA,NA
"us10003y71","Kagoshima",1.06621634960175,5.93124532699585
"us10003y71","Kanagawa",NA,NA
"us10003y71","Kochi",NA,NA
"us10003y71","Kumamoto",0.502040326595306,1.33252108097076
"us10003y71","Kyoto",NA,NA
"us10003y71","Mie",NA,NA
"us10003y71","Miyagi",NA,NA
"us10003y71","Miyazaki",0.416022270917892,1.00458371639252
"us10003y71","Nagano",NA,NA
"us10003y71","Nagasaki",0.616752088069916,2.10748028755188
"us10003y71","Nara",NA,NA
"us10003y71","Niigata",NA,NA
"us10003y71","Oita",0.184005156159401,0.347141176462173
"us10003y71","Okayama",NA,NA
"us10003y71","Okinawa",NA,NA
"us10003y71","Osaka",NA,NA
"us10003y71","Saga",0.389190584421158,0.626389801502228
"us10003y71","Saitama",NA,NA
"us10003y71","Shiga",NA,NA
"us10003y71","Shimane",NA,NA
"us10003y71","Shizuoka",NA,NA
"us10003y71","Tochigi",NA,NA
"us10003y71","Tokushima",NA,NA
"us10003y71","Tokyo",NA,NA
"us10003y71","Tottori",NA,NA
"us10003y71","Toyama",NA,NA
"us10003y71","Wakayama",NA,NA
"us10003y71","Yamagata",NA,NA
"us10003y71","Yamaguchi",NA,NA
"us10003y71","Yamanashi",NA,NA
"us10004djn","Aichi",NA,NA
"us10004djn","Akita",NA,NA
"us10004djn","Aomori",NA,NA
"us10004djn","Chiba",NA,NA
"us10004djn","Ehime",NA,NA
"us10004djn","Fukui",NA,NA
"us10004djn","Fukuoka",NA,NA
"us10004djn","Fukushima",NA,NA
"us10004djn","Gifu",NA,NA
"us10004djn","Gunma",NA,NA
"us10004djn","Hiroshima",NA,NA
"us10004djn","Hokkaido",0.650130927562714,1.07800158308371
"us10004djn","Hyogo",NA,NA
"us10004djn","Ibaraki",NA,NA
"us10004djn","Ishikawa",NA,NA
"us10004djn","Iwate",NA,NA
"us10004djn","Kagawa",NA,NA
"us10004djn","Kagoshima",NA,NA
"us10004djn","Kanagawa",NA,NA
"us10004djn","Kochi",NA,NA
"us10004djn","Kumamoto",NA,NA
"us10004djn","Kyoto",NA,NA
"us10004djn","Mie",NA,NA
"us10004djn","Miyagi",NA,NA
"us10004djn","Miyazaki",NA,NA
"us10004djn","Nagano",NA,NA
"us10004djn","Nagasaki",NA,NA
"us10004djn","Nara",NA,NA
"us10004djn","Niigata",NA,NA
"us10004djn","Oita",NA,NA
"us10004djn","Okayama",NA,NA
"us10004djn","Okinawa",NA,NA
"us10004djn","Osaka",NA,NA
"us10004djn","Saga",NA,NA
"us10004djn","Saitama",NA,NA
"us10004djn","Shiga",NA,NA
"us10004djn","Shimane",NA,NA
"us10004djn","Shizuoka",NA,NA
"us10004djn","Tochigi",NA,NA
"us10004djn","Tokushima",NA,NA
"us10004djn","Tokyo",NA,NA
"us10004djn","Tottori",NA,NA
"us10004djn","Toyama",NA,NA
"us10004djn","Wakayama",NA,NA
"us10004djn","Yamagata",NA,NA
"us10004djn","Yamaguchi",NA,NA
"us10004djn","Yamanashi",NA,NA
"us10004ebx","Aichi",NA,NA
"us10004ebx","Akita",1.13170421123505,2.06199359567055
"us10004ebx","Aomori",3.30804181098938,7.48273741062045
"us10004ebx","Chiba",NA,NA
"us10004ebx","Ehime",NA,NA
"us10004ebx","Fukui",NA,NA
"us10004ebx","Fukuoka",NA,NA
"us10004ebx","Fukushima",NA,NA
"us10004ebx","Gifu",NA,NA
"us10004ebx","Gunma",NA,NA
"us10004ebx","Hiroshima",NA,NA
"us10004ebx","Hokkaido",3.28433728218079,17.3416638015308
"us10004ebx","Hyogo",NA,NA
"us10004ebx","Ibaraki",NA,NA
"us10004ebx","Ishikawa",NA,NA
"us10004ebx","Iwate",2.76465439796448,3.26552827110516
"us10004ebx","Kagawa",NA,NA
"us10004ebx","Kagoshima",NA,NA
"us10004ebx","Kanagawa",NA,NA
"us10004ebx","Kochi",NA,NA
"us10004ebx","Kumamoto",NA,NA
"us10004ebx","Kyoto",NA,NA
"us10004ebx","Mie",NA,NA
"us10004ebx","Miyagi",NA,NA
"us10004ebx","Miyazaki",NA,NA
"us10004ebx","Nagano",NA,NA
"us10004ebx","Nagasaki",NA,NA
"us10004ebx","Nara",NA,NA
"us10004ebx","Niigata",NA,NA
"us10004ebx","Oita",NA,NA
"us10004ebx","Okayama",NA,NA
"us10004ebx","Okinawa",NA,NA
"us10004ebx","Osaka",NA,NA
"us10004ebx","Saga",NA,NA
"us10004ebx","Saitama",NA,NA
"us10004ebx","Shiga",NA,NA
"us10004ebx","Shimane",NA,NA
"us10004ebx","Shizuoka",NA,NA
"us10004ebx","Tochigi",NA,NA
"us10004ebx","Tokushima",NA,NA
"us10004ebx","Tokyo",NA,NA
"us10004ebx","Tottori",NA,NA
"us10004ebx","Toyama",NA,NA
"us10004ebx","Wakayama",NA,NA
"us10004ebx","Yamagata",NA,NA
"us10004ebx","Yamaguchi",NA,NA
"us10004ebx","Yamanashi",NA,NA
"us20005hzn","Aichi",NA,NA
"us20005hzn","Akita",NA,NA
"us20005hzn","Aomori",NA,NA
"us20005hzn","Chiba",NA,NA
"us20005hzn","Ehime",0.412991106510162,1.8326908669098
"us20005hzn","Fukui",NA,NA
"us20005hzn","Fukuoka",3.49843907356262,9.65329770583528
"us20005hzn","Fukushima",NA,NA
"us20005hzn","Gifu",NA,NA
"us20005hzn","Gunma",NA,NA
"us20005hzn","Hiroshima",0.20822186768055,0.427956804630459
"us20005hzn","Hokkaido",NA,NA
"us20005hzn","Hyogo",NA,NA
"us20005hzn","Ibaraki",NA,NA
"us20005hzn","Ishikawa",NA,NA
"us20005hzn","Iwate",NA,NA
"us20005hzn","Kagawa",NA,NA
"us20005hzn","Kagoshima",1.51833546161652,5.81059415481016
"us20005hzn","Kanagawa",NA,NA
"us20005hzn","Kochi",0.537687480449677,1.35109215615521
"us20005hzn","Kumamoto",9.91664505004883,34.8923166964159
"us20005hzn","Kyoto",NA,NA
"us20005hzn","Mie",NA,NA
"us20005hzn","Miyagi",NA,NA
"us20005hzn","Miyazaki",3.26580619812012,9.15847912858742
"us20005hzn","Nagano",NA,NA
"us20005hzn","Nagasaki",1.67425382137299,8.52982367598918
"us20005hzn","Nara",NA,NA
"us20005hzn","Niigata",NA,NA
"us20005hzn","Oita",2.40645551681519,9.37354958083143
"us20005hzn","Okayama",NA,NA
"us20005hzn","Okinawa",NA,NA
"us20005hzn","Osaka",NA,NA
"us20005hzn","Saga",2.68218374252319,7.38573911213743
"us20005hzn","Saitama",NA,NA
"us20005hzn","Shiga",NA,NA
"us20005hzn","Shimane",0.254667431116104,0.526437278255918
"us20005hzn","Shizuoka",NA,NA
"us20005hzn","Tochigi",NA,NA
"us20005hzn","Tokushima",NA,NA
"us20005hzn","Tokyo",NA,NA
"us20005hzn","Tottori",NA,NA
"us20005hzn","Toyama",NA,NA
"us20005hzn","Wakayama",NA,NA
"us20005hzn","Yamagata",NA,NA
"us20005hzn","Yamaguchi",0.565829277038574,2.45728442398668
"us20005hzn","Yamanashi",NA,NA
"us20005i1a","Aichi",NA,NA
"us20005i1a","Akita",NA,NA
"us20005i1a","Aomori",NA,NA
"us20005i1a","Chiba",NA,NA
"us20005i1a","Ehime",0.359877347946167,0.910434761550665
"us20005i1a","Fukui",NA,NA
"us20005i1a","Fukuoka",1.35912191867828,4.09153117520257
"us20005i1a","Fukushima",NA,NA
"us20005i1a","Gifu",NA,NA
"us20005i1a","Gunma",NA,NA
"us20005i1a","Hiroshima",NA,NA
"us20005i1a","Hokkaido",NA,NA
"us20005i1a","Hyogo",NA,NA
"us20005i1a","Ibaraki",NA,NA
"us20005i1a","Ishikawa",NA,NA
"us20005i1a","Iwate",NA,NA
"us20005i1a","Kagawa",NA,NA
"us20005i1a","Kagoshima",1.42446863651276,5.00740821022355
"us20005i1a","Kanagawa",NA,NA
"us20005i1a","Kochi",NA,NA
"us20005i1a","Kumamoto",5.75334692001343,21.7906901952496
"us20005i1a","Kyoto",NA,NA
"us20005i1a","Mie",NA,NA
"us20005i1a","Miyagi",NA,NA
"us20005i1a","Miyazaki",1.98577964305878,5.67959135046391
"us20005i1a","Nagano",NA,NA
"us20005i1a","Nagasaki",1.24763786792755,4.69507781048482
"us20005i1a","Nara",NA,NA
"us20005i1a","Niigata",NA,NA
"us20005i1a","Oita",1.11724543571472,3.44096119555865
"us20005i1a","Okayama",NA,NA
"us20005i1a","Okinawa",NA,NA
"us20005i1a","Osaka",NA,NA
"us20005i1a","Saga",1.25224113464355,3.07841500836562
"us20005i1a","Saitama",NA,NA
"us20005i1a","Shiga",NA,NA
"us20005i1a","Shimane",NA,NA
"us20005i1a","Shizuoka",NA,NA
"us20005i1a","Tochigi",NA,NA
"us20005i1a","Tokushima",NA,NA
"us20005i1a","Tokyo",NA,NA
"us20005i1a","Tottori",NA,NA
"us20005i1a","Toyama",NA,NA
"us20005i1a","Wakayama",NA,NA
"us20005i1a","Yamagata",NA,NA
"us20005i1a","Yamaguchi",0.398021548986435,1.38485614608068
"us20005i1a","Yamanashi",NA,NA
"us20005iis","Aichi",NA,NA
"us20005iis","Akita",NA,NA
"us20005iis","Aomori",NA,NA
"us20005iis","Chiba",NA,NA
"us20005iis","Ehime",1.18846726417542,3.79075061741659
"us20005iis","Fukui",NA,NA
"us20005iis","Fukuoka",8.25868225097656,22.753613468031
"us20005iis","Fukushima",NA,NA
"us20005iis","Gifu",NA,NA
"us20005iis","Gunma",NA,NA
"us20005iis","Hiroshima",0.590038359165192,1.88424995065564
"us20005iis","Hokkaido",NA,NA
"us20005iis","Hyogo",0.162415653467178,0.576856683401836
"us20005iis","Ibaraki",NA,NA
"us20005iis","Ishikawa",NA,NA
"us20005iis","Iwate",NA,NA
"us20005iis","Kagawa",0.495361596345901,1.21241241627709
"us20005iis","Kagoshima",2.77285432815552,11.3886703342849
"us20005iis","Kanagawa",NA,NA
"us20005iis","Kochi",0.892608344554901,3.1647778264677
"us20005iis","Kumamoto",27.1433277130127,98.3651632736797
"us20005iis","Kyoto",0.0985894352197647,0.169420478529869
"us20005iis","Mie",NA,NA
"us20005iis","Miyagi",NA,NA
"us20005iis","Miyazaki",7.90656709671021,24.9667536982359
"us20005iis","Nagano",NA,NA
"us20005iis","Nagasaki",3.80942964553833,15.2232126370695
"us20005iis","Nara",NA,NA
"us20005iis","Niigata",NA,NA
"us20005iis","Oita",11.1323070526123,48.1865839361237
"us20005iis","Okayama",0.302575677633286,0.830599543598315
"us20005iis","Okinawa",NA,NA
"us20005iis","Osaka",0.17767333984375,0.306368609354737
"us20005iis","Saga",6.24985837936401,15.1257004586749
"us20005iis","Saitama",NA,NA
"us20005iis","Shiga",NA,NA
"us20005iis","Shimane",0.527827501296997,1.61277335433415
"us20005iis","Shizuoka",NA,NA
"us20005iis","Tochigi",NA,NA
"us20005iis","Tokushima",0.398353159427643,0.782350469614319
"us20005iis","Tokyo",NA,NA
"us20005iis","Tottori",0.264845579862595,0.580818533853235
"us20005iis","Toyama",NA,NA
"us20005iis","Wakayama",0.18908217549324,0.378291645690923
"us20005iis","Yamagata",NA,NA
"us20005iis","Yamaguchi",1.82386040687561,6.89115797292837
"us20005iis","Yamanashi",NA,NA
"us10006a2k","Aichi",NA,NA
"us10006a2k","Akita",NA,NA
"us10006a2k","Aomori",NA,NA
"us10006a2k","Chiba",NA,NA
"us10006a2k","Ehime",NA,NA
"us10006a2k","Fukui",NA,NA
"us10006a2k","Fukuoka",NA,NA
"us10006a2k","Fukushima",NA,NA
"us10006a2k","Gifu",NA,NA
"us10006a2k","Gunma",NA,NA
"us10006a2k","Hiroshima",NA,NA
"us10006a2k","Hokkaido",NA,NA
"us10006a2k","Hyogo",NA,NA
"us10006a2k","Ibaraki",NA,NA
"us10006a2k","Ishikawa",NA,NA
"us10006a2k","Iwate",NA,NA
"us10006a2k","Kagawa",NA,NA
"us10006a2k","Kagoshima",NA,NA
"us10006a2k","Kanagawa",NA,NA
"us10006a2k","Kochi",NA,NA
"us10006a2k","Kumamoto",NA,NA
"us10006a2k","Kyoto",NA,NA
"us10006a2k","Mie",NA,NA
"us10006a2k","Miyagi",NA,NA
"us10006a2k","Miyazaki",NA,NA
"us10006a2k","Nagano",NA,NA
"us10006a2k","Nagasaki",NA,NA
"us10006a2k","Nara",NA,NA
"us10006a2k","Niigata",NA,NA
"us10006a2k","Oita",NA,NA
"us10006a2k","Okayama",NA,NA
"us10006a2k","Okinawa",NA,NA
"us10006a2k","Osaka",NA,NA
"us10006a2k","Saga",NA,NA
"us10006a2k","Saitama",NA,NA
"us10006a2k","Shiga",NA,NA
"us10006a2k","Shimane",NA,NA
"us10006a2k","Shizuoka",NA,NA
"us10006a2k","Tochigi",NA,NA
"us10006a2k","Tokushima",NA,NA
"us10006a2k","Tokyo",0.0749831050634384,0.102454550564289
"us10006a2k","Tottori",NA,NA
"us10006a2k","Toyama",NA,NA
"us10006a2k","Wakayama",NA,NA
"us10006a2k","Yamagata",NA,NA
"us10006a2k","Yamaguchi",NA,NA
"us10006a2k","Yamanashi",NA,NA
"us10006fdp","Aichi",NA,NA
"us10006fdp","Akita",0.151812747120857,0.232855767011642
"us10006fdp","Aomori",0.253836750984192,0.596083164215088
"us10006fdp","Chiba",NA,NA
"us10006fdp","Ehime",NA,NA
"us10006fdp","Fukui",NA,NA
"us10006fdp","Fukuoka",NA,NA
"us10006fdp","Fukushima",NA,NA
"us10006fdp","Gifu",NA,NA
"us10006fdp","Gunma",NA,NA
"us10006fdp","Hiroshima",NA,NA
"us10006fdp","Hokkaido",0.164522960782051,0.505358815193176
"us10006fdp","Hyogo",NA,NA
"us10006fdp","Ibaraki",NA,NA
"us10006fdp","Ishikawa",NA,NA
"us10006fdp","Iwate",0.247522175312042,0.719548940658569
"us10006fdp","Kagawa",NA,NA
"us10006fdp","Kagoshima",NA,NA
"us10006fdp","Kanagawa",NA,NA
"us10006fdp","Kochi",NA,NA
"us10006fdp","Kumamoto",NA,NA
"us10006fdp","Kyoto",NA,NA
"us10006fdp","Mie",NA,NA
"us10006fdp","Miyagi",0.108666054904461,0.258697658777237
"us10006fdp","Miyazaki",NA,NA
"us10006fdp","Nagano",NA,NA
"us10006fdp","Nagasaki",NA,NA
"us10006fdp","Nara",NA,NA
"us10006fdp","Niigata",NA,NA
"us10006fdp","Oita",NA,NA
"us10006fdp","Okayama",NA,NA
"us10006fdp","Okinawa",NA,NA
"us10006fdp","Osaka",NA,NA
"us10006fdp","Saga",NA,NA
"us10006fdp","Saitama",NA,NA
"us10006fdp","Shiga",NA,NA
"us10006fdp","Shimane",NA,NA
"us10006fdp","Shizuoka",NA,NA
"us10006fdp","Tochigi",NA,NA
"us10006fdp","Tokushima",NA,NA
"us10006fdp","Tokyo",NA,NA
"us10006fdp","Tottori",NA,NA
"us10006fdp","Toyama",NA,NA
"us10006fdp","Wakayama",NA,NA
"us10006fdp","Yamagata",NA,NA
"us10006fdp","Yamaguchi",NA,NA
"us10006fdp","Yamanashi",NA,NA
"us10006r42","Aichi",NA,NA
"us10006r42","Akita",NA,NA
"us10006r42","Aomori",NA,NA
"us10006r42","Chiba",NA,NA
"us10006r42","Ehime",NA,NA
"us10006r42","Fukui",NA,NA
"us10006r42","Fukuoka",NA,NA
"us10006r42","Fukushima",NA,NA
"us10006r42","Gifu",NA,NA
"us10006r42","Gunma",NA,NA
"us10006r42","Hiroshima",NA,NA
"us10006r42","Hokkaido",NA,NA
"us10006r42","Hyogo",NA,NA
"us10006r42","Ibaraki",NA,NA
"us10006r42","Ishikawa",NA,NA
"us10006r42","Iwate",NA,NA
"us10006r42","Kagawa",NA,NA
"us10006r42","Kagoshima",NA,NA
"us10006r42","Kanagawa",NA,NA
"us10006r42","Kochi",NA,NA
"us10006r42","Kumamoto",NA,NA
"us10006r42","Kyoto",NA,NA
"us10006r42","Mie",NA,NA
"us10006r42","Miyagi",NA,NA
"us10006r42","Miyazaki",NA,NA
"us10006r42","Nagano",NA,NA
"us10006r42","Nagasaki",NA,NA
"us10006r42","Nara",NA,NA
"us10006r42","Niigata",NA,NA
"us10006r42","Oita",NA,NA
"us10006r42","Okayama",NA,NA
"us10006r42","Okinawa",NA,NA
"us10006r42","Osaka",NA,NA
"us10006r42","Saga",NA,NA
"us10006r42","Saitama",NA,NA
"us10006r42","Shiga",NA,NA
"us10006r42","Shimane",NA,NA
"us10006r42","Shizuoka",NA,NA
"us10006r42","Tochigi",NA,NA
"us10006r42","Tokushima",NA,NA
"us10006r42","Tokyo",0.112905785441399,0.502075612545013
"us10006r42","Tottori",NA,NA
"us10006r42","Toyama",NA,NA
"us10006r42","Wakayama",NA,NA
"us10006r42","Yamagata",NA,NA
"us10006r42","Yamaguchi",NA,NA
"us10006r42","Yamanashi",NA,NA
"us10006rte","Aichi",NA,NA
"us10006rte","Akita",NA,NA
"us10006rte","Aomori",NA,NA
"us10006rte","Chiba",0.70856124162674,1.23390102386475
"us10006rte","Ehime",NA,NA
"us10006rte","Fukui",NA,NA
"us10006rte","Fukuoka",NA,NA
"us10006rte","Fukushima",0.136851385235786,0.266601532697678
"us10006rte","Gifu",NA,NA
"us10006rte","Gunma",0.102006442844868,0.315052777528763
"us10006rte","Hiroshima",NA,NA
"us10006rte","Hokkaido",NA,NA
"us10006rte","Hyogo",NA,NA
"us10006rte","Ibaraki",0.346406280994415,0.926525235176086
"us10006rte","Ishikawa",NA,NA
"us10006rte","Iwate",NA,NA
"us10006rte","Kagawa",NA,NA
"us10006rte","Kagoshima",NA,NA
"us10006rte","Kanagawa",0.324966281652451,0.628954410552979
"us10006rte","Kochi",NA,NA
"us10006rte","Kumamoto",NA,NA
"us10006rte","Kyoto",NA,NA
"us10006rte","Mie",NA,NA
"us10006rte","Miyagi",NA,NA
"us10006rte","Miyazaki",NA,NA
"us10006rte","Nagano",0.0797151923179626,0.105981916189194
"us10006rte","Nagasaki",NA,NA
"us10006rte","Nara",NA,NA
"us10006rte","Niigata",0.0555106997489929,0.0888796374201775
"us10006rte","Oita",NA,NA
"us10006rte","Okayama",NA,NA
"us10006rte","Okinawa",NA,NA
"us10006rte","Osaka",NA,NA
"us10006rte","Saga",NA,NA
"us10006rte","Saitama",0.247560501098633,0.568733930587769
"us10006rte","Shiga",NA,NA
"us10006rte","Shimane",NA,NA
"us10006rte","Shizuoka",0.210276067256927,0.354596018791199
"us10006rte","Tochigi",0.156954750418663,0.34315812587738
"us10006rte","Tokushima",NA,NA
"us10006rte","Tokyo",0.324554681777954,0.651716291904449
"us10006rte","Tottori",NA,NA
"us10006rte","Toyama",NA,NA
"us10006rte","Wakayama",NA,NA
"us10006rte","Yamagata",NA,NA
"us10006rte","Yamaguchi",NA,NA
"us10006rte","Yamanashi",0.145368233323097,0.229659795761108
"us20007fta","Aichi",NA,NA
"us20007fta","Akita",NA,NA
"us20007fta","Aomori",NA,NA
"us20007fta","Chiba",NA,NA
"us20007fta","Ehime",0.771424174308777,2.02831997973295
"us20007fta","Fukui",0.783151388168335,1.42621119312204
"us20007fta","Fukuoka",NA,NA
"us20007fta","Fukushima",NA,NA
"us20007fta","Gifu",NA,NA
"us20007fta","Gunma",NA,NA
"us20007fta","Hiroshima",1.53937661647797,5.0827745779887
"us20007fta","Hokkaido",NA,NA
"us20007fta","Hyogo",2.34401965141296,6.45493820043571
"us20007fta","Ibaraki",NA,NA
"us20007fta","Ishikawa",NA,NA
"us20007fta","Iwate",NA,NA
"us20007fta","Kagawa",1.61397433280945,3.49291339841443
"us20007fta","Kagoshima",NA,NA
"us20007fta","Kanagawa",NA,NA
"us20007fta","Kochi",0.629340469837189,0.984274821197132
"us20007fta","Kumamoto",NA,NA
"us20007fta","Kyoto",1.14565551280975,3.12305076147541
"us20007fta","Mie",0.293425351381302,0.293425360619234
"us20007fta","Miyagi",NA,NA
"us20007fta","Miyazaki",NA,NA
"us20007fta","Nagano",NA,NA
"us20007fta","Nagasaki",NA,NA
"us20007fta","Nara",0.487264811992645,1.00244623681448
"us20007fta","Niigata",NA,NA
"us20007fta","Oita",NA,NA
"us20007fta","Okayama",6.35266351699829,31.9779874003382
"us20007fta","Okinawa",NA,NA
"us20007fta","Osaka",0.923464477062225,1.52843281935872
"us20007fta","Saga",NA,NA
"us20007fta","Saitama",NA,NA
"us20007fta","Shiga",0.593944072723389,0.777010975494114
"us20007fta","Shimane",2.21498703956604,9.43408682812145
"us20007fta","Shizuoka",NA,NA
"us20007fta","Tochigi",NA,NA
"us20007fta","Tokushima",0.858119308948517,1.76906084809891
"us20007fta","Tokyo",NA,NA
"us20007fta","Tottori",13.6944637298584,42.9380384604922
"us20007fta","Toyama",NA,NA
"us20007fta","Wakayama",0.477682203054428,1.39483017265497
"us20007fta","Yamagata",NA,NA
"us20007fta","Yamaguchi",0.467155933380127,0.970338842512549
"us20007fta","Yamanashi",NA,NA
"us1000770m","Aichi",NA,NA
"us1000770m","Akita",1.11612367630005,1.83525579444109
"us1000770m","Aomori",NA,NA
"us1000770m","Chiba",NA,NA
"us1000770m","Ehime",NA,NA
"us1000770m","Fukui",NA,NA
"us1000770m","Fukuoka",NA,NA
"us1000770m","Fukushima",1.03949201107025,1.98435721597338
"us1000770m","Gifu",NA,NA
"us1000770m","Gunma",NA,NA
"us1000770m","Hiroshima",NA,NA
"us1000770m","Hokkaido",NA,NA
"us1000770m","Hyogo",NA,NA
"us1000770m","Ibaraki",NA,NA
"us1000770m","Ishikawa",NA,NA
"us1000770m","Iwate",1.92407989501953,5.59264271919942
"us1000770m","Kagawa",NA,NA
"us1000770m","Kagoshima",NA,NA
"us1000770m","Kanagawa",NA,NA
"us1000770m","Kochi",NA,NA
"us1000770m","Kumamoto",NA,NA
"us1000770m","Kyoto",NA,NA
"us1000770m","Mie",NA,NA
"us1000770m","Miyagi",3.25101637840271,9.10231423877651
"us1000770m","Miyazaki",NA,NA
"us1000770m","Nagano",NA,NA
"us1000770m","Nagasaki",NA,NA
"us1000770m","Nara",NA,NA
"us1000770m","Niigata",NA,NA
"us1000770m","Oita",NA,NA
"us1000770m","Okayama",NA,NA
"us1000770m","Okinawa",NA,NA
"us1000770m","Osaka",NA,NA
"us1000770m","Saga",NA,NA
"us1000770m","Saitama",NA,NA
"us1000770m","Shiga",NA,NA
"us1000770m","Shimane",NA,NA
"us1000770m","Shizuoka",NA,NA
"us1000770m","Tochigi",NA,NA
"us1000770m","Tokushima",NA,NA
"us1000770m","Tokyo",NA,NA
"us1000770m","Tottori",NA,NA
"us1000770m","Toyama",NA,NA
"us1000770m","Wakayama",NA,NA
"us1000770m","Yamagata",1.38490974903107,1.92985641779276
"us1000770m","Yamaguchi",NA,NA
"us1000770m","Yamanashi",NA,NA
"us10007b88","Aichi",0.113857179880142,0.150253187694637
"us10007b88","Akita",0.606111526489258,1.43825000209736
"us10007b88","Aomori",0.278114914894104,0.433748047313754
"us10007b88","Chiba",1.2569215297699,2.66260436009167
"us10007b88","Ehime",NA,NA
"us10007b88","Fukui",NA,NA
"us10007b88","Fukuoka",NA,NA
"us10007b88","Fukushima",4.44775533676147,18.8800580330259
"us10007b88","Gifu",0.16670885682106,0.265421131945734
"us10007b88","Gunma",0.844931602478027,2.1043859954137
"us10007b88","Hiroshima",NA,NA
"us10007b88","Hokkaido",NA,NA
"us10007b88","Hyogo",NA,NA
"us10007b88","Ibaraki",2.70544743537903,7.50516043690204
"us10007b88","Ishikawa",NA,NA
"us10007b88","Iwate",0.750204145908356,3.24406562847416
"us10007b88","Kagawa",NA,NA
"us10007b88","Kagoshima",NA,NA
"us10007b88","Kanagawa",0.589979290962219,1.29458611888576
"us10007b88","Kochi",NA,NA
"us10007b88","Kumamoto",NA,NA
"us10007b88","Kyoto",NA,NA
"us10007b88","Mie",NA,NA
"us10007b88","Miyagi",3.30609273910522,8.65147683368127
